Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg04972979__C20orf54	0.040733	0.02114	0.035598	0.029815	0.092436	0.8691	0.036616	0.027553	0.020339	0.055678	0.58367	0.031271	0.053565	0.028344	0.035829	0.73775	0.068248	0.15418	0.6191	0.52222	0.28448	0.48691	0.02758	0.70175	0.031899	0.04026	0.061221	0.032369	0.36709	0.069524	0.25004	0.025862	0.02299	0.029579	0.14144	0.045275	0.052696	0.035238
Meth__cg10557828__PLOD2	0.17733	0.34428	0.35269	0.84018	0.75757	0.045085	0.3045	0.098373	0.77987	0.76474	0.096752	0.059869	0.097126	0.81206	0.15086	0.04822	0.12335	0.078204	0.68266	0.10566	0.7899	0.10829	0.87942	0.15805	0.77553	0.70204	0.64271	0.30781	0.0744	0.039385	0.68212	0.29494	0.055179	0.35056	0.15897	0.11762	0.79237	0.83655
Meth__cg22402007__NTRK2	0.35442	0.050988	0.44433	0.72048	0.062401	0.65553	0.045311	0.039298	0.036588	0.046151	0.46612	0.2158	0.50482	0.046457	0.63302	0.060725	0.073082	0.04464	0.090861	0.051129	0.89364	0.15992	0.070673	0.54527	0.055212	0.10221	0.092345	0.11026	0.056302	0.049721	0.56301	0.056068	0.034052	0.88216	0.079516	0.055408	0.20501	0.31002
Meth__cg02508567__TCF7L1	0.084028	0.16638	0.91498	0.40316	0.045182	0.55977	0.12328	0.29513	0.055978	0.038375	0.14862	0.21393	0.45325	0.057294	0.14958	0.072304	0.19322	0.030414	0.53043	0.46357	0.18229	0.3007	0.055648	0.85454	0.22492	0.063426	0.21453	0.20582	0.075889	0.046743	0.12666	0.12536	0.03508	0.51429	0.055886	0.17663	0.088289	0.4144
Meth__cg03776060__C9orf58	0.045382	0.046378	0.081998	0.036514	0.030119	0.92404	0.039937	0.058698	0.027848	0.039395	0.045256	0.053511	0.11436	0.033543	0.046413	0.35297	0.096361	0.047987	0.032177	0.040356	0.045312	0.93071	0.083584	0.66825	0.034721	0.063578	0.073022	0.07968	0.43677	0.31268	0.78437	0.030565	0.031347	0.033722	0.044254	0.040982	0.041817	0.036871
EA_G__CRIP1	8.4336	5.31	5.3267	9.7731	11.423	5.334	5.4641	5.3474	8.9387	5.561	8.2598	5.2656	5.5827	5.8054	5.3255	5.4495	8.2606	5.0561	5.5382	5.4859	9.0144	5.3967	8.9139	4.9174	9.2424	6.8474	7.5698	5.9588	5.2163	8.9972	5.2167	5.7411	6.8932	5.2574	9.2766	9.2825	9.7626	10.5449
Meth__cg06119575__TAL2	0.10012	0.072806	0.39277	0.062783	0.063225	0.89841	0.10781	0.92706	0.25943	0.078993	0.83141	0.69468	0.63483	0.23555	0.72825	0.91111	0.27867	0.52593	0.096774	0.13725	0.1245	0.87936	0.4417	0.79581	0.070991	0.17377	0.35539	0.14488	0.87783	0.85709	0.84144	0.072355	0.075314	0.12467	0.31347	0.13239	0.14608	0.096358
Meth__cg14590817__ADARB2	0.043823	0.036339	0.11685	0.045595	0.033916	0.17098	0.26772	0.024951	0.029412	0.036761	0.29112	0.17649	0.12938	0.03221	0.030566	0.066423	0.07293	0.036223	0.057368	0.074554	0.035925	0.03541	0.032026	0.14169	0.040908	0.051289	0.30501	0.051664	0.03408	0.028385	0.032301	0.022286	0.031286	0.46793	0.049035	0.040389	0.039094	0.040408
EA_G__C16orf45	5.513	6.8769	6.1887	6.0307	5.9063	5.9137	5.1053	5.7484	5.3196	5.362	5.7197	5.5063	5.5949	6.164	5.3603	7.1987	5.7951	8.7459	5.9573	6.1757	5.5124	7.548	6.6192	6.8892	5.5918	6.0186	6.41	6.7274	7.9713	5.7848	6.6187	5.4728	5.3996	5.9732	5.9187	7.8131	7.9662	6.7192
Meth__cg23257840__ZNF264	0.032251	0.027767	0.045963	0.033824	0.023047	0.032769	0.037956	0.057439	0.025413	0.031327	0.036666	0.024798	0.71011	0.030077	0.037886	0.036586	0.052029	0.028818	0.55682	0.52515	0.035488	0.039278	0.031221	0.077844	0.038622	0.055162	0.079802	0.087776	0.03557	0.035987	0.035105	0.026488	0.022021	0.020056	0.040508	0.037695	0.038697	0.036146
Meth__cg08432727__SOX11	0.95154	0.5703	0.9298	0.16878	0.21822	0.67821	0.38105	0.40599	0.030947	0.066054	0.31481	0.53143	0.2783	0.026468	0.38737	0.046556	0.11119	0.09411	0.54119	0.087914	0.72983	0.043429	0.12099	0.83813	0.03805	0.58443	0.50583	0.44839	0.32561	0.12883	0.53218	0.023137	0.024388	0.4725	0.4863	0.030723	0.42301	0.41638
Meth__cg18440048__ZNF70	0.096413	0.10368	0.085372	0.61933	0.51992	0.26813	0.7141	0.05119	0.20076	0.34421	0.10454	0.12711	0.19761	0.15679	0.1113	0.2259	0.11583	0.3606	0.054847	0.080605	0.25344	0.30056	0.11965	0.1684	0.62182	0.069584	0.11203	0.123	0.054975	0.068174	0.074399	0.775	0.11516	0.36607	0.21398	0.2983	0.065231	0.06397
EA_G__CALCOCO2	8.4692	6.6383	7.7069	9.6562	8.6952	7.8574	8.6576	8.2623	7.6502	9.3799	8.0394	7.6139	7.5792	7.8504	7.8448	8.7402	7.8462	7.8244	7.7946	8.405	8.3804	7.8819	7.6837	7.8642	9.6198	8.5167	8.2891	6.2432	8.685	7.1097	7.8718	7.3404	8.2046	8.7228	9.0431	9.6396	9.2757	8.839
EA_G__KIAA0040	7.8069	7.4789	6.7956	8.0575	9.0121	3.8	8.4048	6.4704	6.2146	8.3521	5.6685	7.745	7.301	6.8134	6.2849	4.5853	7.7369	4.0879	6.7133	6.7455	8.3812	4.2463	7.4731	4.9457	6.8716	7.5622	7.7957	7.5472	3.741	6.2459	5.6792	7.6424	7.7124	8.7967	7.0601	8.0289	7.7549	6.7365
Meth__cg10065416__MPP3	0.044404	0.046311	0.098519	0.2643	0.061988	0.10324	0.051555	0.13207	0.21416	0.057924	0.19794	0.17655	0.49197	0.19095	0.12736	0.051081	0.1025	0.35759	0.38211	0.16088	0.072821	0.11366	0.16551	0.6319	0.27924	0.040192	0.2525	0.12243	0.045379	0.040713	0.12546	0.22887	0.036255	0.033734	0.052989	0.051959	0.051496	0.053918
Meth__cg24835159__RNF43	0.084587	0.17434	0.085326	0.053329	0.18877	0.52139	0.072049	0.068585	0.85288	0.062148	0.87304	0.12972	0.25099	0.6651	0.083687	0.091146	0.18905	0.83141	0.22284	0.04834	0.13285	0.8331	0.073956	0.75502	0.052067	0.2187	0.25422	0.1664	0.86023	0.062004	0.069078	0.068028	0.052684	0.061594	0.19796	0.42235	0.31192	0.81211
Meth__cg17685628__NKX2-8	0.54428	0.039621	0.26255	0.76834	0.28746	0.92649	0.9744	0.027368	0.043951	0.041278	0.97006	0.034573	0.087957	0.048967	0.70016	0.11673	0.098873	0.50623	0.56398	0.53786	0.048265	0.044662	0.059693	0.089324	0.037503	0.062636	0.79869	0.16278	0.053999	0.036772	0.43136	0.079615	0.028108	0.068333	0.6047	0.051606	0.63984	0.65709
Meth__cg08923450__HEY2	0.17844	0.04963	0.057107	0.056345	0.065716	0.21934	0.13343	0.048853	0.05561	0.071616	0.053304	0.12953	0.13601	0.057876	0.1308	0.16828	0.092505	0.059382	0.2864	0.12763	0.12642	0.068422	0.12301	0.16314	0.052249	0.08939	0.51613	0.070364	0.058329	0.049241	0.062033	0.068795	0.049017	0.069823	0.12666	0.047159	0.063324	0.053
Meth__cg12422450__CHGA	0.91297	0.052816	0.81143	0.25781	0.25657	0.94344	0.82512	0.70627	0.060871	0.26713	0.85435	0.94906	0.93233	0.066471	0.056644	0.095113	0.073171	0.88068	0.62508	0.86682	0.96117	0.11551	0.31083	0.9442	0.9558	0.066151	0.94551	0.076451	0.04291	0.69823	0.090453	0.36943	0.059466	0.87968	0.10713	0.29006	0.56087	0.1279
Meth__cg10730174__PRRX1	0.37391	0.028298	0.93296	0.063449	0.028408	0.038126	0.63656	0.5123	0.036869	0.046005	0.67951	0.30022	0.55115	0.038355	0.70043	0.040245	0.18053	0.028685	0.6678	0.69857	0.4669	0.052389	0.030379	0.70722	0.05489	0.11388	0.84723	0.075704	0.052761	0.045698	0.031378	0.073038	0.058465	0.61911	0.13361	0.078383	0.056955	0.38103
Meth__cg18799866__SLC9A7	0.58096	0.035449	0.048425	0.047203	0.36135	0.027403	0.050901	0.035611	0.29861	0.017432	0.96996	0.53136	0.3449	0.22732	0.51996	0.032104	0.34706	0.030995	0.017329	0.042731	0.54051	0.29026	0.53182	0.090909	0.038588	0.21771	0.40973	0.42979	0.57316	0.02896	0.63887	0.051683	0.037908	0.054901	0.029277	0.45779	0.14227	0.028815
Meth__cg21435394__NUDT14	0.053198	0.03659	0.081638	0.044264	0.040297	0.43765	0.03896	0.039099	0.044398	0.048601	0.73001	0.074106	0.076486	0.048143	0.071687	0.10906	0.07121	0.090569	0.029818	0.044391	0.037443	0.15996	0.037145	0.31981	0.039839	0.10371	0.074693	0.13171	0.27516	0.047271	0.39084	0.053785	0.036963	0.033624	0.091908	0.045847	0.040735	0.036799
Meth__cg14686321__FLJ31951	0.10996	0.061095	0.03906	0.81033	0.79157	0.039047	0.66688	0.071703	0.039719	0.3677	0.042155	0.039587	0.090916	0.12412	0.047426	0.038231	0.067608	0.037499	0.27686	0.50943	0.89008	0.039272	0.79033	0.098761	0.81148	0.10066	0.76983	0.08182	0.034303	0.045957	0.15162	0.71256	0.39659	0.038448	0.14528	0.52683	0.49196	0.77008
Meth__cg11934695__ADRA1D	0.94079	0.44314	0.24307	0.10138	0.042337	0.92337	0.93411	0.43383	0.095136	0.090769	0.90489	0.1606	0.16549	0.094289	0.042429	0.26041	0.32195	0.25515	0.9676	0.94767	0.090924	0.040507	0.38648	0.92884	0.4383	0.12573	0.82717	0.67958	0.14752	0.053351	0.10631	0.044819	0.40495	0.95312	0.87763	0.054991	0.6243	0.92087
EA_G__MEST	3.7821	8.4329	7.4442	8.1036	7.8282	5.1585	8.0538	7.5372	8.5749	8.2015	4.1632	7.7725	6.9852	7.9736	4.1779	10.2616	3.9201	5.9893	8.2535	8.0721	7.2051	8.4844	7.5944	7.003	7.3438	6.4017	7.9458	9.0529	5.6433	4.3579	7.0465	7.9342	7.6883	4.2239	4.1949	7.1188	7.7275	8.3201
EA_G__VEGFC	5.959	6.1045	5.2768	6.4836	6.1927	8.5363	6.3565	4.9781	6.5901	5.8244	5.2067	8.2692	8.3195	6.0912	6.7928	5.6619	6.1002	8.8704	6.4998	6.1745	5.6331	7.8407	7.1515	8.2774	6.7377	5.8924	7.7121	6.4205	10.0856	8.5307	7.9418	6.2836	7.6009	5.223	6.4057	5.6382	7.4676	6.3411
Meth__cg00888479__SLC24A3	0.047905	0.6701	0.46106	0.052238	0.027847	0.84312	0.064337	0.22164	0.032915	0.030045	0.2036	0.22225	0.31529	0.05308	0.49204	0.44991	0.098598	0.027935	0.36284	0.053936	0.057049	0.53114	0.67015	0.83616	0.065135	0.060514	0.090071	0.48088	0.042361	0.13799	0.24269	0.035333	0.15818	0.022385	0.064297	0.03751	0.034699	0.035579
Meth__cg22499964__EGLN2	0.034923	0.038872	0.028239	0.39375	0.063405	0.036096	0.041599	0.067346	0.24984	0.040816	0.20956	0.10168	0.18658	0.15632	0.056395	0.027478	0.056298	0.027933	0.03474	0.050114	0.067918	0.095963	0.061936	0.058766	0.042008	0.053135	0.089246	0.039559	0.027403	0.039802	0.33922	0.059629	0.032282	0.066679	0.086303	0.047765	0.03824	0.036037
Meth__cg25999867__LOC112937	0.96825	0.026758	0.97901	0.83024	0.96207	0.76791	0.97911	0.97308	0.023843	0.97699	0.7702	0.083739	0.8765	0.030666	0.054917	0.026754	0.025358	0.029998	0.98103	0.97599	0.34718	0.021057	0.97937	0.93117	0.91955	0.051366	0.95854	0.031183	0.024266	0.16435	0.021369	0.027382	0.016853	0.94543	0.73895	0.44533	0.96619	0.9685
Meth__cg02870945__REEP1	0.021888	0.027956	0.25028	0.027579	0.027037	0.65465	0.030451	0.087008	0.027125	0.021208	0.46218	0.057462	0.098518	0.027262	0.31351	0.043067	0.06202	0.46782	0.023183	0.024049	0.090174	0.1736	0.046374	0.68671	0.020261	0.027954	0.035977	0.040657	0.033393	0.035222	0.052399	0.02048	0.028002	0.13288	0.084914	0.024142	0.032288	0.036513
EA_G__CNIH2	6.8777	7.4144	5.8123	9.417	7.5	8.469	8.3923	6.1227	9.0201	5.9455	7.9585	5.5842	6.1171	6.9016	6.0853	6.8036	8.0735	6.8865	6.2756	7.427	7.0218	7.8403	7.535	5.9868	7.8331	7.466	8.1426	7.8941	6.3334	6.4146	5.9508	8.0618	5.8506	6.5281	8.1894	7.2131	7.5379	8.1908
Meth__cg17127587__TMEM45A	0.24365	0.036802	0.038824	0.50888	0.085522	0.028363	0.092769	0.045072	0.28873	0.057946	0.072182	0.047516	0.058498	0.16195	0.037134	0.076754	0.051877	0.047515	0.037919	0.042197	0.07625	0.061099	0.027601	0.10576	0.047361	0.10851	0.12346	0.1132	0.028521	0.033562	0.043751	0.089307	0.03569	0.047508	0.073111	0.050581	0.20528	0.32962
Meth__cg18858343__UNC5B	0.020337	0.023596	0.052448	0.021707	0.023622	0.22676	0.028453	0.048121	0.02223	0.13355	0.048343	0.032615	0.45782	0.023976	0.023816	0.019938	0.062786	0.025177	0.024461	0.023077	0.024406	0.029357	0.025752	0.099785	0.026126	0.029837	0.042728	0.043392	0.02812	0.032224	0.025081	0.017345	0.024482	0.01994	0.056367	0.033082	0.026877	0.023457
Meth__cg13704548__NOPE	0.16152	0.10458	0.19731	0.13638	0.13923	0.4655	0.17069	0.1456	0.15251	0.11696	0.58746	0.2193	0.30039	0.15256	0.1981	0.091397	0.23535	0.14613	0.18003	0.11883	0.17922	0.14717	0.090943	0.1699	0.11204	0.17166	0.86109	0.18574	0.18212	0.096535	0.10579	0.11725	0.08486	0.80206	0.31182	0.13526	0.11821	0.17716
EA_G__SLC35A3	6.8764	6.9759	7.094	7.2907	7.3304	6.8804	8.5712	6.8258	5.0838	7.4292	6.5046	7.3555	7.401	6.9591	7.1973	7.1317	7.6052	6.4983	6.4506	6.4749	7.5416	6.399	6.7088	7.0361	7.4263	7.7302	6.4726	7.0178	5.9109	6.6303	6.5504	7.5868	7.5872	6.8543	6.5599	6.6407	7.2108	6.8161
Meth__cg11279021__ETV1	0.096425	0.24613	0.13471	0.61075	0.13539	0.63055	0.69499	0.91785	0.2513	0.060125	0.049374	0.24416	0.27592	0.4323	0.73308	0.13452	0.80461	0.14662	0.66723	0.41149	0.81437	0.058473	0.12655	0.12584	0.30739	0.50258	0.61804	0.075202	0.06317	0.54565	0.27706	0.14305	0.047578	0.76849	0.9173	0.56858	0.32154	0.72523
Meth__cg03556497__SLC32A1	0.208	0.081666	0.6296	0.18796	0.12842	0.49228	0.29291	0.55419	0.082155	0.11509	0.5878	0.33999	0.15024	0.091718	0.061853	0.11441	0.18032	0.071168	0.33421	0.56274	0.24161	0.074491	0.6181	0.52797	0.18207	0.11685	0.63514	0.11413	0.062246	0.071815	0.07529	0.072023	0.078942	0.42785	0.16349	0.17826	0.27274	0.16116
Meth__cg14613832__CYP26A1	0.053446	0.027923	0.31075	0.037602	0.033107	0.036531	0.049556	0.051666	0.035088	0.049338	0.49982	0.062687	0.086816	0.036205	0.42327	0.034547	0.080265	0.085811	0.030324	0.051326	0.040394	0.048852	0.027324	0.83291	0.041959	0.05522	0.052095	0.065909	0.03506	0.052348	0.043161	0.029412	0.031071	0.23434	0.051188	0.035978	0.037301	0.042116
Meth__cg20542190__LILRA4	0.044691	0.040528	0.13386	0.089233	0.040438	0.069662	0.055715	0.63061	0.038512	0.069508	0.32081	0.28954	0.067973	0.033925	0.077828	0.43249	0.09347	0.029287	0.14215	0.1034	0.053191	0.046949	0.17699	0.069641	0.055331	0.07677	0.089783	0.054144	0.050484	0.044436	0.042822	0.029269	0.029336	0.099229	0.091167	0.058058	0.066338	0.048772
Meth__cg26025944__SCNN1G	0.12259	0.071037	0.17129	0.097087	0.063336	0.5867	0.072317	0.10235	0.074256	0.076071	0.12204	0.18182	0.14649	0.05984	0.078112	0.067351	0.10017	0.077117	0.086244	0.078478	0.081973	0.10674	0.059986	0.77794	0.089051	0.091553	0.11216	0.10762	0.065443	0.10168	0.076044	0.08223	0.057984	0.063911	0.18369	0.07452	0.07043	0.066793
Meth__cg00047050__CUL5	0.092269	0.057714	0.10811	0.44268	0.25242	0.068272	0.10797	0.19343	0.12252	0.078839	0.049287	0.17286	0.087833	0.1151	0.075434	0.05739	0.16017	0.032915	0.066264	0.080443	0.18814	0.066986	0.088729	0.14348	0.061065	0.13701	0.09455	0.12433	0.033899	0.049064	0.38935	0.49012	0.10214	0.068864	0.062553	0.068174	0.07166	0.087823
Meth__cg09416313__MATK	0.52985	0.12967	0.76161	0.47659	0.05088	0.95567	0.5714	0.12879	0.034027	0.044586	0.64334	0.73746	0.7737	0.041145	0.95064	0.51679	0.10286	0.49633	0.11354	0.44718	0.082299	0.96598	0.076536	0.88714	0.51754	0.089373	0.93062	0.060795	0.086504	0.070634	0.048497	0.067893	0.090194	0.95994	0.084397	0.050105	0.21668	0.60054
Meth__cg01343729__ZNF688	0.044454	0.034711	0.066312	0.045827	0.026992	0.040532	0.049447	0.0427	0.031439	0.042612	0.043152	0.029595	0.078233	0.039598	0.034202	0.04147	0.04124	0.030814	0.044338	0.059417	0.039439	0.057352	0.042997	0.083293	0.054304	0.041555	0.063305	0.062373	0.040295	0.035896	0.032609	0.033004	0.025627	0.025599	0.08369	0.053726	0.050445	0.054042
Meth__cg21208104__PRSS12	0.042079	0.03085	0.94696	0.54876	0.030762	0.73135	0.046896	0.23054	0.035039	0.035278	0.037527	0.127	0.30719	0.036731	0.045059	0.33758	0.047743	0.80341	0.22092	0.16788	0.70847	0.04944	0.28211	0.80226	0.042426	0.058693	0.66282	0.048892	0.051605	0.038199	0.072178	0.18003	0.030669	0.43233	0.072513	0.05802	0.050072	0.12513
Meth__cg03891319__ACY1	0.043496	0.067761	0.05102	0.063529	0.057028	0.1529	0.10483	0.40392	0.048061	0.063932	0.061134	0.11928	0.19048	0.056929	0.089607	0.041441	0.080921	0.33429	0.086526	0.051391	0.090423	0.088996	0.19994	0.15804	0.052598	0.11202	0.080786	0.067437	0.049142	0.037829	0.043501	0.084861	0.036389	0.043111	0.065182	0.067309	0.051075	0.049409
Meth__cg02433671__RGL3	0.59803	0.035935	0.048625	0.030846	0.97968	0.97669	0.63179	0.96479	0.12812	0.040266	0.94744	0.98638	0.96664	0.35446	0.96784	0.66883	0.11398	0.81024	0.98044	0.9721	0.97273	0.97132	0.97763	0.076197	0.96592	0.7126	0.065528	0.085685	0.63638	0.95695	0.47819	0.022495	0.030961	0.97652	0.059363	0.041598	0.042096	0.035875
Meth__cg09350141__PPM1F	0.056661	0.15811	0.053496	0.0881	0.1071	0.080918	0.17071	0.12901	0.044897	0.075494	0.042305	0.28668	0.13623	0.053515	0.082577	0.078536	0.085774	0.061534	0.060588	0.051534	0.18381	0.46466	0.057781	0.30756	0.082616	0.11876	0.062082	0.095373	0.08125	0.43918	0.14114	0.030683	0.045581	0.1024	0.095402	0.070362	0.07247	0.1167
Meth__cg10313673__CILP2	0.056788	0.035169	0.97226	0.94993	0.04935	0.97414	0.034576	0.9814	0.021346	0.034055	0.060641	0.807	0.89547	0.021802	0.97126	0.97398	0.26437	0.16495	0.96482	0.88255	0.026707	0.96427	0.042774	0.93958	0.96565	0.042187	0.85141	0.056239	0.075658	0.018269	0.10099	0.74166	0.032726	0.937	0.83382	0.74244	0.3482	0.096996
Meth__cg04244987__NCKIPSD	0.082972	0.086977	0.87412	0.083409	0.050168	0.3553	0.071116	0.14431	0.042849	0.080518	0.12609	0.68747	0.21628	0.06446	0.11072	0.076025	0.48313	0.05758	0.076643	0.11057	0.076626	0.075656	0.053509	0.56297	0.06867	0.19636	0.085229	0.10688	0.13261	0.045982	0.090002	0.13318	0.18009	0.073784	0.12917	0.052503	0.13114	0.2076
EA_G__LRIG1	9.1612	8.4644	7.5392	8.7042	8.5962	7.0764	8.4047	7.6769	8.3325	9.2857	7.6133	7.9605	7.5204	9.2238	7.7319	6.9662	7.6377	8.0083	7.897	7.9151	8.2763	6.6753	9.1526	7.0332	9.4991	6.4779	9.8144	7.5698	6.9521	7.7575	7.6009	7.4641	8.9085	8.3308	9.4649	8.0402	8.882	9.1154
EA_G__FAM46A	6.489	7.5335	6.8155	6.6911	6.2397	9.9255	6.0797	6.9214	6.2153	6.0175	6.8131	6.8473	7.7524	5.7554	6.9915	6.2605	7.1306	8.0787	7.1563	8.2218	8.2414	7.9682	7.4488	6.2809	8.1532	8.3767	7.0009	6.7548	6.6522	8.0643	6.6113	6.5898	6.8086	6.1075	6.2258	6.7534	6.8276	6.3614
Meth__cg08797471__DAPK1	0.80824	0.076237	0.84185	0.1122	0.05904	0.7454	0.48532	0.048839	0.080762	0.074662	0.12939	0.062992	0.09317	0.098447	0.071923	0.084055	0.14986	0.51893	0.80396	0.29405	0.081095	0.089703	0.072648	0.92606	0.08167	0.1103	0.10853	0.090526	0.064949	0.14302	0.10207	0.05559	0.065318	0.055736	0.32017	0.082333	0.079283	0.069249
EA_G__CADPS2	7.5792	7.7456	4.908	7.4979	5.9192	4.0964	6.4627	4.4223	5.6493	4.4205	4.0071	4.1246	5.3083	6.7121	3.9804	3.6804	6.6876	4.1893	5.843	6.0549	4.6595	4.342	7.6282	5.1269	5.4529	8.4842	6.1528	6.7688	4.2951	6.5761	6.4273	7.7822	6.6469	5.8467	5.8717	6.468	6.224	5.6319
EA_G__IFITM3	8.0008	8.4676	8.7968	6.6997	5.8557	10.1761	5.4392	10.0522	9.5921	5.3662	9.9815	8.9395	10.0223	8.1386	9.0546	8.0493	10.3647	10.1724	8.0075	8.4578	8.4911	9.9472	8.0382	8.788	7.3043	6.7504	5.8982	8.2512	6.167	9.3358	9.857	4.7248	9.21	5.4554	6.7052	8.6924	5.6085	5.6528
Meth__cg03565323__ZNF287	0.060874	0.043499	0.83134	0.17582	0.064147	0.37708	0.47693	0.48439	0.069502	0.84078	0.099785	0.13106	0.8125	0.122	0.16926	0.1806	0.16919	0.060854	0.3937	0.17628	0.23076	0.10728	0.19126	0.73095	0.079709	0.10133	0.63786	0.14019	0.3076	0.066501	0.09805	0.091611	0.061695	0.28546	0.15246	0.2267	0.23701	0.087475
Meth__cg07789083__GPRC5C	0.036872	0.059097	0.05759	0.040527	0.032972	0.94627	0.041848	0.69508	0.068327	0.039228	0.52834	0.3652	0.086113	0.07834	0.7122	0.032472	0.12302	0.51863	0.032038	0.049625	0.039388	0.050345	0.033305	0.081592	0.040346	0.10121	0.067548	0.14632	0.32297	0.034282	0.30609	0.038958	0.035084	0.028723	0.074135	0.051731	0.031423	0.04203
Meth__cg17878972__HRASLS	0.062828	0.3283	0.79106	0.63805	0.038612	0.057541	0.080825	0.028549	0.054197	0.063224	0.068438	0.050309	0.12714	0.070258	0.22127	0.080075	0.099439	0.10906	0.68877	0.81626	0.12924	0.068956	0.10395	0.43245	0.16463	0.12999	0.27989	0.18618	0.096731	0.051574	0.055961	0.054715	0.037705	0.065148	0.15132	0.060294	0.060324	0.059576
Meth__cg05810550__DEFB106A	0.81795	0.088023	0.81358	0.2544	0.089758	0.091386	0.44751	0.86393	0.19873	0.24435	0.77214	0.57226	0.48737	0.15803	0.37064	0.83502	0.24033	0.12969	0.65485	0.53209	0.33449	0.22216	0.78687	0.080089	0.22696	0.34652	0.26413	0.15888	0.045771	0.10057	0.086881	0.11392	0.12261	0.39947	0.34371	0.79695	0.50317	0.6385
Meth__cg04736140__GPR161	0.035733	0.11043	0.062103	0.15549	0.066657	0.059729	0.47096	0.05763	0.047972	0.036992	0.054499	0.030244	0.2861	0.050148	0.29259	0.033184	0.077444	0.032714	0.84707	0.76869	0.24261	0.07372	0.27	0.41122	0.055859	0.077478	0.084649	0.087175	0.23925	0.032429	0.043975	0.13763	0.030893	0.53413	0.04532	0.16297	0.12729	0.14229
Meth__cg02279071__MLH1	0.23059	0.033061	0.042543	0.054192	0.039032	0.92456	0.10434	0.03091	0.042537	0.044632	0.92663	0.060848	0.10055	0.12888	0.03715	0.027708	0.081568	0.17864	0.026858	0.035955	0.055969	0.0412	0.094683	0.083231	0.042878	0.13923	0.044702	0.068067	0.030176	0.041033	0.035953	0.03073	0.032611	0.38746	0.029581	0.37387	0.039678	0.039916
EA_G__EGFR	7.0647	8.2975	10.5214	7.0644	5.2572	8.4673	4.4568	8.684	8.52	5.2693	6.4645	8.6335	8.7636	8.5062	8.3438	6.3164	8.6417	8.6737	5.6004	4.6993	4.237	8.2983	6.3225	9.1647	6.6811	4.4528	5.0546	8.2905	7.1305	9.1228	7.7843	5.1254	6.712	4.8298	6.2005	4.4951	6.3168	5.4392
Meth__cg27376271__CBLN2	0.038252	0.034032	0.16399	0.034723	0.035747	0.053422	0.040936	0.345	0.03335	0.045385	0.15617	0.20719	0.24387	0.048343	0.045082	0.034972	0.094136	0.026738	0.040863	0.051146	0.042066	0.044532	0.034341	0.36169	0.045421	0.066343	0.042656	0.12797	0.038793	0.021364	0.039983	0.043676	0.036599	0.09108	0.070359	0.081214	0.037582	0.031219
Meth__cg08554462__BCL2	0.075484	0.073747	0.13064	0.070793	0.044266	0.058769	0.059458	0.077097	0.064577	0.070253	0.090657	0.13991	0.17626	0.06327	0.079239	0.054292	0.11103	0.035566	0.09622	0.096034	0.048317	0.090979	0.067386	0.24582	0.095792	0.35033	0.10487	0.139	0.059037	0.048556	0.051248	0.06123	0.06217	0.052687	0.11137	0.086595	0.04209	0.054102
Meth__cg19123107__C9orf7	0.061645	0.05413	0.066508	0.096416	0.051142	0.25337	0.056468	0.10374	0.053416	0.051023	0.38688	0.15531	0.21605	0.053128	0.21343	0.077856	0.098383	0.24419	0.042191	0.051523	0.056891	0.12806	0.045087	0.2615	0.050667	0.13471	0.14758	0.074956	0.079644	0.050669	0.076781	0.037835	0.044489	0.088986	0.11998	0.06065	0.072717	0.066743
Meth__cg05593325__GALNT12	0.047858	0.069214	0.11438	0.049	0.039134	0.68364	0.062393	0.95556	0.066501	0.054137	0.61865	0.76862	0.2865	0.075813	0.86222	0.61069	0.24941	0.65437	0.047898	0.057826	0.15628	0.605	0.29201	0.83304	0.041789	0.12041	0.08356	0.079646	0.085818	0.082019	0.14232	0.040747	0.026389	0.78032	0.11093	0.068765	0.063438	0.041036
EA_G__TRPS1	9.0576	8.6929	5.2817	7.9637	9.9113	7.941	9.6003	8.2676	6.2971	9.0344	9.6289	6.8942	6.1011	9.2005	6.9033	8.6796	7.3462	6.7309	8.3805	8.2701	9.7743	6.9377	9.267	5.6309	8.4217	9.3101	8.6854	8.8784	8.6992	8.1937	5.6307	10.0786	8.309	10.1946	9.9131	9.5757	9.4528	9.8853
EA_G__CHML	7.3051	8.0598	9.4275	6.7424	7.7308	8.2161	6.9082	8.1602	7.3331	5.7495	7.6763	8.3273	7.997	7.2242	9.946	7.2647	6.6481	7.2914	6.5456	7.1028	5.819	7.6941	7.7859	8.0033	7.1863	7.0993	6.6415	6.9693	6.1961	7.4021	8.5148	6.7959	6.6868	7.0402	6.6901	5.9455	7.3261	7.1769
