Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg15878317__NMNAT3	0.48326	0.060267	0.92229	0.50329	0.03727	0.9159	0.051981	0.92269	0.053689	0.055689	0.93007	0.052931	0.90576	0.049957	0.89343	0.18529	0.13294	0.15694	0.61974	0.073723	0.086252	0.22349	0.94334	0.062671	0.47475	0.08601	0.37623	0.10791	0.08493	0.94628	0.062727	0.044509	0.16395	0.041568	0.92456	0.89934
Meth__cg00459975__HMBOX1	0.039522	0.029774	0.14843	0.054007	0.036204	0.03598	0.045407	0.050857	0.025983	0.077819	0.037549	0.021816	0.081186	0.028791	0.037736	0.030011	0.083648	0.029951	0.027681	0.028474	0.036276	0.45644	0.042895	0.064664	0.39566	0.047642	0.19031	0.041171	0.026221	0.29769	0.033561	0.050461	0.047816	0.038106	0.32461	0.34747
Meth__cg04988423__ALX4	0.97385	0.040697	0.060837	0.51842	0.19802	0.87028	0.97173	0.049397	0.044999	0.69622	0.36391	0.071565	0.95162	0.036139	0.029216	0.033427	0.096943	0.02511	0.96372	0.73052	0.25007	0.92928	0.62036	0.42459	0.95464	0.074084	0.034995	0.068374	0.044516	0.030768	0.018957	0.97495	0.71283	0.03461	0.5645	0.51654
Meth__cg18630855__CEBPZ	0.035045	0.027175	0.2091	0.042162	0.028061	0.033215	0.091294	0.32679	0.027638	0.12257	0.040312	0.040333	0.041202	0.033706	0.032798	0.022076	0.045624	0.020671	0.036567	0.031182	0.038422	0.17277	0.037151	0.046815	0.13235	0.049783	0.040675	0.026923	0.030131	0.0288	0.026275	0.026784	0.063402	0.035112	0.029094	0.039861
Meth__cg05699592__PRKAR2A	0.057021	0.053059	0.061824	0.38235	0.067914	0.044737	0.077701	0.043159	0.051214	0.078187	0.28754	0.091369	0.11936	0.071605	0.062507	0.045359	0.12976	0.051673	0.079209	0.05925	0.073798	0.16377	0.053506	0.12359	0.14896	0.12393	0.047496	0.058026	0.058419	0.047098	0.044249	0.059299	0.15129	0.055152	0.069555	0.066338
Meth__cg01340005__SOX2	0.021458	0.014427	0.059582	0.028035	0.023693	0.90991	0.029604	0.023274	0.020664	0.031615	0.023128	0.041721	0.089	0.027265	0.036847	0.25878	0.038462	0.1237	0.014977	0.030026	0.059487	0.044706	0.024451	0.039803	0.048588	0.042602	0.018769	0.020482	0.015469	0.022386	0.023787	0.074096	0.052971	0.02502	0.041217	0.021993
Meth__cg21680178__GPATC3	0.15601	0.092107	0.11547	0.12098	0.090858	0.080269	0.11461	0.06246	0.090757	0.12173	0.11899	0.20898	0.080478	0.12796	0.11897	0.096213	0.13613	0.063925	0.080854	0.12552	0.10273	0.12814	0.1224	0.11898	0.11907	0.1035	0.08152	0.10038	0.11248	0.064523	0.08174	0.052427	0.22876	0.13995	0.53229	0.52623
Meth__cg15808558__EPHA4	0.105	0.031696	0.054932	0.060263	0.036372	0.037056	0.048675	0.061572	0.039878	0.051822	0.089797	0.07676	0.10289	0.041789	0.04954	0.04006	0.095316	0.041488	0.08273	0.051626	0.060866	0.089243	0.052437	0.073509	0.088525	0.090615	0.052314	0.10768	0.042318	0.033093	0.03977	0.032779	0.062002	0.049665	0.04099	0.039896
Meth__cg04325632__ADRA2C	0.051841	0.0612	0.17774	0.62132	0.78745	0.36183	0.51255	0.055453	0.061688	0.54361	0.27959	0.20135	0.40999	0.079579	0.056136	0.045943	0.11118	0.06331	0.48203	0.45072	0.082143	0.57166	0.47471	0.086735	0.1255	0.19948	0.059711	0.059595	0.075636	0.067861	0.046753	0.38887	0.26713	0.59426	0.43616	0.58913
Meth__cg13936125__GNAO1	0.099232	0.033322	0.042166	0.034261	0.02737	0.98173	0.04019	0.042185	0.037047	0.045018	0.10769	0.028251	0.062683	0.032252	0.035792	0.02854	0.058338	0.037992	0.039332	0.060209	0.033241	0.53895	0.047045	0.042804	0.068071	0.045646	0.029419	0.030016	0.054924	0.028495	0.026743	0.026475	0.064807	0.037865	0.040787	0.04469
Meth__cg06484397__C9orf19	0.086904	0.05803	0.83602	0.090855	0.21676	0.096604	0.08876	0.18303	0.038015	0.16759	0.20038	0.21159	0.46904	0.051788	0.077494	0.076548	0.066916	0.054415	0.26042	0.11891	0.053994	0.53921	0.11145	0.057604	0.846	0.10948	0.30357	0.045545	0.064912	0.069983	0.055254	0.80181	0.10749	0.046867	0.67806	0.90088
Meth__cg13904771__C10orf47	0.03167	0.025355	0.027681	0.030035	0.01611	0.021876	0.038583	0.015224	0.01548	0.019677	0.038146	0.024509	0.023708	0.02149	0.016262	0.023371	0.036188	0.023352	0.025997	0.019773	0.028444	0.050488	0.031926	0.035584	0.825	0.047994	0.025247	0.021478	0.022204	0.015737	0.018309	0.021424	0.057268	0.027854	0.030209	0.025036
Meth__cg06379754__CACNA2D1	0.040611	0.083201	0.5111	0.042072	0.034305	0.55811	0.11022	0.0319	0.09378	0.031134	0.25625	0.50436	0.10849	0.088893	0.13467	0.062907	0.30513	0.18495	0.12314	0.065049	0.037091	0.054598	0.032684	0.090751	0.38779	0.16846	0.028379	0.053558	0.26803	0.13249	0.042189	0.72111	0.076806	0.092366	0.03368	0.030301
Meth__cg24146183__JMJD2D	0.027103	0.016529	0.022192	0.020077	0.026508	0.022029	0.0267	0.038286	0.016394	0.028317	0.013841	0.018368	0.019469	0.016452	0.012123	0.014867	0.031603	0.018375	0.021361	0.02426	0.015397	0.03148	0.023596	0.013865	0.022463	0.018681	0.029659	0.030902	0.17219	0.019517	0.022347	0.018312	0.018174	0.01919	0.021137	0.022867
Meth__cg04720330__PHLDA2	0.059563	0.050211	0.053692	0.070339	0.059249	0.94748	0.053122	0.051724	0.93918	0.097542	0.88129	0.06365	0.07347	0.73722	0.072757	0.042859	0.13872	0.041932	0.063861	0.055525	0.20249	0.15788	0.072443	0.075823	0.11732	0.12463	0.95785	0.036273	0.042599	0.063843	0.047224	0.037702	0.1339	0.068706	0.050222	0.057504
Meth__cg13274713__TBX2	0.23492	0.049063	0.090003	0.063391	0.022078	0.027338	0.05304	0.084323	0.07096	0.036151	0.066438	0.032835	0.090959	0.090128	0.034803	0.056089	0.11315	0.017272	0.42929	0.46282	0.058867	0.9021	0.069966	0.090812	0.92237	0.04577	0.019348	0.024272	0.022252	0.027424	0.027333	0.019339	0.061069	0.027487	0.54308	0.47082
Meth__cg26534508__GPR137B	0.069476	0.027279	0.063464	0.031094	0.0173	0.069733	0.030908	0.017681	0.018357	0.020262	0.4053	0.069785	0.05165	0.021836	0.087363	0.025822	0.045708	0.021322	0.11909	0.044515	0.057666	0.7361	0.06925	0.059755	0.51936	0.035599	0.095146	0.019352	0.096428	0.027724	0.018842	0.851	0.044112	0.023749	0.16111	0.37562
Meth__cg06899976__PCDHB1	0.83963	0.055027	0.86094	0.55318	0.076194	0.61023	0.8731	0.90737	0.069839	0.076665	0.87171	0.090636	0.83681	0.066088	0.86764	0.1287	0.11219	0.052217	0.89091	0.60863	0.077468	0.5146	0.82309	0.079886	0.29215	0.10853	0.29814	0.7433	0.07304	0.052506	0.086142	0.35854	0.097599	0.069008	0.49645	0.53387
Meth__cg09979256__RSPO3	0.056759	0.043681	0.90066	0.063817	0.064446	0.041494	0.075466	0.050046	0.064633	0.069263	0.38647	0.053631	0.11428	0.048718	0.039973	0.040408	0.12018	0.066567	0.069061	0.06514	0.060658	0.13243	0.56138	0.089872	0.45437	0.056629	0.042154	0.04291	0.046214	0.049518	0.037857	0.063786	0.086676	0.052139	0.068241	0.055525
Meth__cg24205633__ACN9	0.34744	0.028062	0.052183	0.92137	0.028398	0.041416	0.92429	0.032972	0.027238	0.03273	0.21508	0.040593	0.055681	0.26489	0.034954	0.029654	0.053108	0.028594	0.91129	0.8549	0.031537	0.27339	0.034213	0.062626	0.096242	0.075577	0.035569	0.028316	0.040734	0.050105	0.03733	0.023929	0.7941	0.044648	0.76726	0.89301
Meth__cg09867835__GLP1R	0.15352	0.10312	0.48576	0.86711	0.63697	0.13408	0.65337	0.19233	0.11382	0.82283	0.72702	0.35199	0.60813	0.13977	0.40053	0.09669	0.12185	0.085549	0.54435	0.36926	0.1114	0.21352	0.45995	0.14169	0.08486	0.095833	0.10138	0.10992	0.090277	0.72046	0.12063	0.46237	0.171	0.44269	0.12394	0.2224
Meth__cg06800962__TM4SF1	0.10009	0.078313	0.27907	0.091478	0.075285	0.16879	0.10368	0.066951	0.15292	0.053961	0.097168	0.18063	0.15181	0.11637	0.13165	0.30188	0.09103	0.27086	0.13012	0.15477	0.51565	0.13005	0.25901	0.12445	0.14823	0.17442	0.08307	0.066552	0.19496	0.17715	0.073733	0.13479	0.17179	0.12656	0.094084	0.11006
Meth__cg08590939__OXCT1	0.052523	0.080204	0.048738	0.20992	0.85325	0.029701	0.91022	0.041699	0.035581	0.91788	0.052928	0.037889	0.4535	0.041804	0.034303	0.028064	0.051387	0.032012	0.92022	0.67333	0.057413	0.55231	0.19414	0.067456	0.051032	0.099256	0.035851	0.041438	0.029812	0.8242	0.025674	0.53131	0.83674	0.067649	0.24821	0.90935
Meth__cg24429836__LDHD	0.054925	0.051821	0.070825	0.074102	0.090199	0.080054	0.11316	0.17756	0.51938	0.25487	0.036961	0.52883	0.056069	0.31957	0.077708	0.4549	0.11689	0.10596	0.033032	0.033886	0.39373	0.052725	0.033504	0.043624	0.098652	0.10712	0.04016	0.90895	0.048171	0.66905	0.035318	0.04355	0.062719	0.087868	0.05911	0.059635
Meth__cg02422694__HOXB4	0.85288	0.040165	0.044382	0.62235	0.062092	0.038815	0.79084	0.57267	0.29239	0.42335	0.48432	0.84927	0.79198	0.26402	0.28696	0.062763	0.1021	0.50899	0.69523	0.63029	0.35063	0.87256	0.77022	0.087323	0.7091	0.10436	0.51582	0.076262	0.81624	0.59284	0.17318	0.51045	0.65983	0.25375	0.34509	0.57776
Meth__cg22131172__LOC283487	0.046525	0.05402	0.038794	0.24308	0.15422	0.041713	0.71134	0.069164	0.13982	0.20643	0.35582	0.037018	0.058643	0.14572	0.038838	0.040341	0.0905	0.043779	0.065622	0.070385	0.04315	0.099293	0.25047	0.1258	0.083953	0.098312	0.050108	0.035361	0.050154	0.083376	0.04702	0.59116	0.1119	0.077962	0.39586	0.54245
Meth__cg00512279__SLC18A2	0.23486	0.044167	0.91626	0.14078	0.029927	0.9447	0.7996	0.48666	0.038797	0.13812	0.89131	0.05007	0.70918	0.050742	0.036222	0.027559	0.21431	0.046207	0.92607	0.48202	0.038242	0.87633	0.33315	0.22896	0.86795	0.047777	0.13233	0.032475	0.90672	0.027608	0.026412	0.79197	0.16519	0.12924	0.45622	0.60125
Meth__cg16860694__FXYD5	0.091837	0.087354	0.076852	0.2703	0.097803	0.052311	0.86754	0.088104	0.073469	0.58	0.13297	0.077137	0.1796	0.073075	0.076844	0.064496	0.10416	0.074277	0.93611	0.71756	0.058029	0.091954	0.099721	0.15686	0.15701	0.14025	0.076111	0.084548	0.082624	0.10668	0.07282	0.97517	0.25504	0.096963	0.098568	0.64359
Meth__cg12439899__TFAP2A	0.045694	0.02733	0.038393	0.047692	0.036245	0.038457	0.053945	0.11453	0.039513	0.047021	0.10195	0.031644	0.091145	0.033186	0.024588	0.029503	0.059166	0.041173	0.053793	0.04767	0.07563	0.88258	0.061104	0.11349	0.059297	0.076604	0.039045	0.035143	0.056426	0.033242	0.027604	0.030034	0.083597	0.045631	0.061053	0.064607
Meth__cg14452875__NR1D2	0.053774	0.051914	0.049655	0.044546	0.038511	0.038073	0.043239	0.062875	0.034768	0.049293	0.045097	0.041476	0.075987	0.048085	0.046341	0.039884	0.13124	0.033372	0.036302	0.043752	0.061341	0.10923	0.050614	0.051037	0.065357	0.055691	0.04986	0.026448	0.041752	0.038296	0.039323	0.033809	0.075104	0.043038	0.043586	0.066243
Meth__cg17048483__RBM7	0.7674	0.016839	0.018859	0.025103	0.021796	0.018103	0.028467	0.012882	0.013514	0.026333	0.017911	0.015367	0.036238	0.018482	0.019489	0.016717	0.027003	0.018423	0.021328	0.024036	0.023468	0.04235	0.026148	0.05692	0.03041	0.030542	0.020015	0.016851	0.015058	0.014879	0.018594	0.01865	0.054279	0.020986	0.024726	0.022929
Meth__cg26251101__RHOQ	0.066999	0.78895	0.091434	0.075652	0.13254	0.16755	0.11663	0.061611	0.10466	0.14395	0.053805	0.050953	0.67967	0.075131	0.11533	0.45158	0.10351	0.17219	0.052976	0.06556	0.57266	0.15752	0.060584	0.083105	0.1281	0.6442	0.045298	0.056012	0.44984	0.060548	0.050867	0.17923	0.12746	0.080134	0.065411	0.063005
Meth__cg14188232__ITGA11	0.40514	0.03729	0.71292	0.84258	0.81016	0.12646	0.45779	0.29785	0.045695	0.48606	0.40408	0.069934	0.56617	0.047396	0.71126	0.082098	0.095144	0.035655	0.56008	0.58747	0.064389	0.28112	0.72505	0.06895	0.19738	0.063988	0.040835	0.037308	0.035006	0.10662	0.045935	0.20506	0.41201	0.35137	0.19166	0.24925
Meth__cg23588893__FUT11	0.040925	0.028408	0.06651	0.041071	0.039843	0.023471	0.054512	0.060806	0.025546	0.50747	0.044011	0.14158	0.46865	0.03524	0.027544	0.028268	0.06934	0.029504	0.049398	0.036235	0.033744	0.066441	0.68476	0.038869	0.074849	0.05078	0.027835	0.022088	0.031968	0.051864	0.95051	0.037477	0.4731	0.037626	0.064463	0.89208
Meth__cg22674717__SALL1	0.83	0.027683	0.91805	0.82142	0.14007	0.42428	0.58124	0.67567	0.058691	0.093481	0.79281	0.53909	0.3278	0.070458	0.031893	0.058559	0.069131	0.030022	0.90403	0.94086	0.04634	0.75325	0.72147	0.071266	0.84567	0.042171	0.089929	0.11766	0.039576	0.029684	0.15565	0.036499	0.065364	0.87831	0.40983	0.11469
Meth__cg12251804__C10orf125	0.18873	0.1157	0.22523	0.94631	0.32377	0.040166	0.92978	0.095258	0.053538	0.73198	0.055991	0.22647	0.95959	0.073784	0.040043	0.53192	0.099178	0.18101	0.53789	0.70543	0.12069	0.94554	0.93336	0.58733	0.61241	0.047053	0.061282	0.091238	0.041114	0.028156	0.11053	0.03882	0.73466	0.55671	0.6878	0.96891
Meth__cg15153383__KATNB1	0.069835	0.048573	0.046431	0.065011	0.088508	0.10705	0.059772	0.051001	0.3324	0.073518	0.060336	0.33422	0.38453	0.26652	0.081982	0.056399	0.073918	0.064362	0.049461	0.07231	0.25384	0.12775	0.045171	0.078779	0.071	0.078655	0.043678	0.070843	0.081121	0.072936	0.068312	0.82035	0.37505	0.85631	0.066059	0.073622
Meth__cg21988041__GLT8D2	0.6069	0.13977	0.10527	0.062896	0.06597	0.089242	0.89272	0.9213	0.052563	0.39326	0.8925	0.10705	0.86649	0.1218	0.88273	0.056875	0.10619	0.047921	0.61196	0.61939	0.057229	0.85054	0.82525	0.080295	0.66521	0.099538	0.8934	0.052318	0.066955	0.66594	0.072913	0.75387	0.083778	0.3664	0.35172	0.83383
Meth__cg07745434__CHST13	0.61762	0.061641	0.10792	0.52033	0.39105	0.27412	0.37732	0.51683	0.044276	0.095907	0.64467	0.52456	0.6974	0.048255	0.10178	0.12197	0.10766	0.079666	0.79375	0.62273	0.2175	0.66388	0.35889	0.061169	0.73884	0.12396	0.12384	0.13208	0.088059	0.11629	0.084342	0.55346	0.079254	0.36736	0.43205	0.44941
Meth__cg23089298__SEMA4C	0.022763	0.072226	0.39779	0.02172	0.024106	0.037874	0.026181	0.030915	0.031571	0.026251	0.030331	0.42224	0.060323	0.033253	0.02853	0.031816	0.033211	0.026858	0.019478	0.030833	0.031081	0.60464	0.030522	0.034035	0.064939	0.057236	0.026938	0.02481	0.028615	0.02779	0.031706	0.04386	0.026273	0.029907	0.027025	0.025777
Meth__cg22428102__FLJ30277	0.026763	0.016653	0.02173	0.026264	0.0096467	0.014537	0.013224	0.021078	0.012931	0.021334	0.016418	0.010671	0.0294	0.015855	0.017328	0.015264	0.030919	0.0086537	0.011258	0.016456	0.017923	0.026181	0.018426	0.019306	0.031342	0.039703	0.014315	0.0093289	0.011245	0.0058632	0.018829	0.01072	0.02498	0.016415	0.01627	0.020044
Meth__cg06384463__BARHL2	0.91478	0.029015	0.91181	0.26813	0.38992	0.36491	0.37994	0.79905	0.42671	0.46487	0.85618	0.31158	0.60149	0.32651	0.19373	0.034537	0.12459	0.022673	0.40522	0.81078	0.041639	0.64885	0.58474	0.071872	0.67557	0.037375	0.27666	0.37917	0.055619	0.043345	0.026594	0.46617	0.20942	0.23055	0.55397	0.4143
Meth__cg26780333__ACOT4	0.23298	0.51321	0.42754	0.34932	0.086303	0.98484	0.36936	0.17446	0.21222	0.46144	0.40188	0.062512	0.97187	0.20249	0.96715	0.05826	0.081932	0.10425	0.57289	0.31857	0.12631	0.9759	0.53662	0.15182	0.29172	0.096837	0.12186	0.017393	0.22071	0.31243	0.29315	0.32351	0.028471	0.020341	0.37876	0.64108
Meth__cg22598563__P4HA2	0.071948	0.081285	0.87916	0.08305	0.070591	0.061715	0.11747	0.071329	0.36673	0.073406	0.05432	0.57466	0.62397	0.309	0.17215	0.079388	0.17491	0.091159	0.075424	0.072672	0.1133	0.40885	0.062029	0.11276	0.13533	0.11277	0.040653	0.063082	0.070788	0.55662	0.16825	0.45913	0.16802	0.070233	0.073498	0.056471
Meth__cg01924993__H2AFX	0.056537	0.020928	0.028206	0.04219	0.042241	0.023957	0.049799	0.035776	0.033016	0.029948	0.4543	0.037391	0.058005	0.027784	0.030958	0.03227	0.072779	0.025818	0.017359	0.017137	0.029267	0.059124	0.041245	0.078022	0.042463	0.033238	0.049952	0.018038	0.036713	0.028407	0.026781	0.035105	0.090799	0.053439	0.056991	0.042516
Meth__cg27480700__ZNF480	0.095896	0.029629	0.043268	0.11662	0.11835	0.027756	0.38098	0.37398	0.029424	0.13528	0.44522	0.023907	0.2188	0.03652	0.050235	0.025296	0.096765	0.087181	0.29066	0.22373	0.051475	0.39516	0.16101	0.068846	0.27111	0.095228	0.033119	0.067755	0.039066	0.059347	0.11681	0.3626	0.36955	0.22319	0.092485	0.12669
Meth__cg11827595__C3orf10	0.076609	0.093968	0.10199	0.097395	0.058192	0.27334	0.082879	0.054883	0.29852	0.088806	0.045192	0.19524	0.15472	0.2754	0.18976	0.11974	0.15433	0.056714	0.063045	0.070944	0.054365	0.13624	0.078729	0.12729	0.12809	0.1667	0.050641	0.45256	0.084285	0.079752	0.072817	0.095602	0.17761	0.14668	0.086377	0.064174
Meth__cg12995941__INSRR	0.48641	0.059086	0.59256	0.80315	0.54089	0.42039	0.14437	0.58616	0.075318	0.91853	0.84918	0.37561	0.83803	0.085143	0.60962	0.092103	0.11824	0.079821	0.89832	0.9517	0.95959	0.7752	0.76997	0.12469	0.60845	0.10137	0.080859	0.051302	0.090709	0.15853	0.058578	0.3229	0.10266	0.94709	0.57901	0.49274
Meth__cg15105660__CLDN1	0.04923	0.15157	0.058201	0.94042	0.61607	0.44841	0.78962	0.028007	0.030007	0.4245	0.92116	0.026141	0.089437	0.46879	0.12846	0.14583	0.099672	0.10316	0.50225	0.33686	0.11689	0.12947	0.57601	0.31456	0.85361	0.16651	0.042147	0.03946	0.049865	0.32821	0.029677	0.22589	0.075472	0.04886	0.040065	0.67892
Meth__cg01803238__BCL2	0.10467	0.1295	0.65022	0.071791	0.083447	0.11265	0.12074	0.083825	0.14987	0.090155	0.17945	0.34586	0.31669	0.11312	0.2026	0.053659	0.10265	0.14355	0.096011	0.15659	0.26808	0.2807	0.16777	0.23034	0.71595	0.12337	0.062651	0.08085	0.1494	0.3262	0.089934	0.52861	0.3013	0.16081	0.079483	0.074305
Meth__cg15642035__C8ORFK32	0.77549	0.20043	0.18851	0.8502	0.0679	0.11184	0.16871	0.5029	0.17703	0.1487	0.80533	0.17131	0.34635	0.12924	0.1899	0.23436	0.20348	0.11203	0.11913	0.15249	0.1193	0.24373	0.13696	0.25247	0.18506	0.31085	0.43278	0.1562	0.17521	0.12856	0.074485	0.14307	0.16595	0.34655	0.28151	0.4299
Meth__cg18869368__MAGEH1	0.46386	0.052479	0.51019	0.90801	0.063655	0.41904	0.090787	0.17366	0.062756	0.3382	0.86655	0.415	0.49655	0.078174	0.074251	0.39837	0.25285	0.11209	0.072887	0.08791	0.18738	0.78979	0.12046	0.12932	0.35276	0.077756	0.81638	0.13609	0.11341	0.091017	0.20218	0.10478	0.18382	0.30174	0.069981	0.077616
Meth__cg07952391__FLJ10916	0.59586	0.083142	0.10988	0.48449	0.77352	0.24325	0.056572	0.052394	0.081273	0.048732	0.68364	0.043486	0.51814	0.31516	0.035884	0.23569	0.12708	0.027633	0.51337	0.47671	0.26088	0.79233	0.42018	0.06885	0.37624	0.075241	0.037054	0.030136	0.37363	0.70105	0.083774	0.53908	0.092938	0.038893	0.64494	0.65036
Meth__cg06782692__STK32C	0.066399	0.061587	0.082091	0.076954	0.047566	0.059217	0.071493	0.051828	0.071908	0.083618	0.08846	0.048102	0.18038	0.053985	0.090102	0.04711	0.13076	0.0627	0.065272	0.071258	0.079003	0.14858	0.095106	0.086593	0.11702	0.099614	0.071203	0.063392	0.071371	0.04409	0.058036	0.071844	0.17194	0.087062	0.070977	0.082741
Meth__cg01309671__RP3-473B4.1	0.49873	0.066611	0.062223	0.27683	0.40167	0.91077	0.06925	0.90399	0.062991	0.30932	0.13114	0.024821	0.11437	0.065621	0.75705	0.56276	0.12332	0.050109	0.87991	0.069987	0.062843	0.11279	0.077519	0.10053	0.30181	0.07281	0.58669	0.061809	0.078939	0.18124	0.054286	0.58127	0.14323	0.57587	0.38203	0.83958
Meth__cg15177917__DAND5	0.072618	0.053579	0.16823	0.32468	0.053425	0.31521	0.044261	0.44975	0.032182	0.0674	0.56129	0.2634	0.14517	0.032433	0.13683	0.12792	0.082768	0.048202	0.099958	0.14777	0.050752	0.26877	0.26071	0.06127	0.50388	0.091019	0.33094	0.32304	0.03917	0.15379	0.043829	0.11892	0.050053	0.19341	0.078483	0.25338
Meth__cg01479232__C20orf54	0.23381	0.10505	0.15561	0.15093	0.53088	0.66217	0.17359	0.093385	0.20892	0.32161	0.75657	0.17097	0.25162	0.14771	0.21905	0.85649	0.248	0.12352	0.84777	0.7819	0.55262	0.5263	0.18592	0.146	0.23887	0.19105	0.61203	0.26047	0.1575	0.064739	0.090284	0.095044	0.24066	0.2092	0.33209	0.23776
Meth__cg27269921__MN1	0.023956	0.020398	0.02505	0.024236	0.025042	0.038284	0.024654	0.016021	0.023573	0.02704	0.24246	0.015971	0.02995	0.032998	0.02609	0.021741	0.035899	0.017909	0.027943	0.021872	0.022057	0.96774	0.026661	0.062579	0.029062	0.029153	0.022684	0.020206	0.016452	0.022517	0.021257	0.018282	0.040275	0.028593	0.020938	0.023037
Meth__cg17465304__KIF12	0.076488	0.12585	0.89961	0.35968	0.066774	0.90772	0.101	0.92456	0.90356	0.06515	0.80634	0.82575	0.84128	0.74332	0.90833	0.9054	0.34254	0.91412	0.16997	0.51638	0.87694	0.87546	0.076816	0.14139	0.86528	0.2133	0.65889	0.90596	0.90818	0.44074	0.077404	0.081987	0.17891	0.087144	0.57335	0.2071
Meth__cg04001842__LOC405753	0.42231	0.013454	0.92431	0.91468	0.30446	0.3816	0.43997	0.96646	0.02143	0.61498	0.91355	0.27089	0.93513	0.026374	0.39497	0.10598	0.048631	0.017523	0.816	0.86576	0.92077	0.68735	0.90487	0.028041	0.65477	0.030067	0.031375	0.022485	0.019485	0.55216	0.01996	0.75867	0.088957	0.4981	0.34543	0.63526
Meth__cg01214847__TMPRSS3	0.12648	0.05722	0.13328	0.24967	0.16233	0.20285	0.11649	0.52518	0.10947	0.21191	0.37334	0.18512	0.18115	0.1644	0.13204	0.18218	0.07232	0.10153	0.83302	0.85944	0.096237	0.6314	0.19791	0.24571	0.78605	0.14925	0.56021	0.079382	0.3931	0.37266	0.096944	0.1754	0.16157	0.098841	0.40279	0.78139
Meth__cg01357116__ATOH1	0.07053	0.070476	0.46641	0.097386	0.053918	0.50735	0.07955	0.35862	0.12445	0.054387	0.071953	0.097976	0.13254	0.10161	0.089813	0.075577	0.10023	0.068758	0.088478	0.075047	0.10306	0.13161	0.048758	0.13848	0.11977	0.070661	0.050188	0.068281	0.085168	0.058444	0.055492	0.1588	0.18805	0.077873	0.078994	0.0675
Meth__cg18059088__HS3ST1	0.061396	0.039229	0.066459	0.26774	0.29513	0.81221	0.64252	0.04517	0.056636	0.5033	0.47021	0.078181	0.066508	0.05518	0.052386	0.14688	0.14957	0.045556	0.57899	0.12164	0.31061	0.14711	0.067196	0.56158	0.1233	0.1119	0.1193	0.056888	0.14656	0.045205	0.0458	0.77957	0.3315	0.045577	0.43439	0.53366
Meth__cg15590526__ZNF124	0.030522	0.37225	0.31908	0.1014	0.035902	0.050866	0.32765	0.4201	0.12763	0.19663	0.021656	0.36954	0.30119	0.14341	0.30591	0.024786	0.085137	0.18355	0.13991	0.21313	0.057543	0.20569	0.083931	0.11688	0.040183	0.22793	0.028034	0.29202	0.29902	0.061891	0.1359	0.043215	0.067009	0.037733	0.043774	0.027742
Meth__cg11747771__GLDC	0.97063	0.062312	0.96593	0.060334	0.036813	0.37399	0.53926	0.069004	0.043994	0.054896	0.96807	0.032925	0.37792	0.047523	0.043342	0.11543	0.16303	0.45054	0.95801	0.95738	0.10623	0.9496	0.34	0.064432	0.93215	0.071885	0.039028	0.046127	0.10011	0.047405	0.066555	0.031097	0.078672	0.042647	0.2828	0.56143
Meth__cg12529801__PRO0149	0.029528	0.042743	0.13522	0.035783	0.020513	0.88324	0.36897	0.04592	0.02717	0.02187	0.023709	0.035454	0.069167	0.031506	0.027884	0.041547	0.020552	0.031816	0.013935	0.020908	0.040728	0.19898	0.020155	0.023833	0.047948	0.041789	0.020279	0.021717	0.091529	0.023291	0.016421	0.037023	0.045782	0.020007	0.02195	0.02493
Meth__cg01242619__PLEC1	0.071044	0.061516	0.070769	0.069439	0.084677	0.67605	0.063481	0.11441	0.054454	0.091508	0.059834	0.45772	0.27211	0.08028	0.071249	0.10347	0.09815	0.25432	0.066725	0.081414	0.8717	0.092243	0.081241	0.12029	0.10837	0.097254	0.094879	0.072633	0.8337	0.12354	0.09608	0.052639	0.050233	0.12352	0.064944	0.058657
Meth__cg03251655__FLJ10260	0.37352	0.090055	0.061194	0.83634	0.64807	0.057964	0.53639	0.87763	0.78454	0.69031	0.75994	0.063716	0.7916	0.81847	0.081821	0.048129	0.73482	0.063874	0.72495	0.77318	0.048614	0.086714	0.79374	0.18671	0.27969	0.16813	0.41762	0.063183	0.043908	0.75351	0.71347	0.48756	0.45039	0.77861	0.67634	0.75249
Meth__cg08690721__C11orf17	0.041421	0.067035	0.055471	0.051527	0.038653	0.31872	0.059279	0.10866	0.30576	0.059939	0.087117	0.17641	0.11853	0.32667	0.16283	0.057668	0.13543	0.42267	0.068067	0.069895	0.17493	0.20699	0.056613	0.09023	0.18139	0.13251	0.0447	0.061906	0.10583	0.13525	0.044733	0.093094	0.068369	0.053836	0.1396	0.060482
Meth__cg18534730__CABP5	0.49021	0.036318	0.90651	0.26295	0.52594	0.51914	0.73369	0.88392	0.074135	0.042431	0.085071	0.57347	0.69555	0.50764	0.52252	0.27565	0.074376	0.052625	0.22131	0.46227	0.3689	0.077195	0.42354	0.061758	0.64996	0.058965	0.043182	0.045795	0.24536	0.29365	0.036504	0.89512	0.10744	0.59745	0.17337	0.14596
