Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg00419564__S100A6	0.04492	0.5113	0.08289	0.080963	0.20871	0.58613	0.066202	0.071459	0.92205	0.65521	0.17574	0.064917	0.58331	0.69017	0.12709	0.048364	0.17592	0.049893	0.74888	0.54231	0.40383	0.068657	0.03668	0.082412	0.053672	0.11069	0.39203	0.16775	0.069532	0.059571	0.057208	0.51427	0.037158	0.041721	0.060747	0.30684	0.14581	0.14331
Meth__cg13960192__GNA11	0.05521	0.065949	0.18091	0.088401	0.80203	0.47691	0.071132	0.043494	0.044224	0.2403	0.041946	0.12844	0.1407	0.055841	0.042155	0.89228	0.075806	0.031463	0.058211	0.18272	0.14407	0.049377	0.051329	0.08546	0.15302	0.090599	0.16207	0.055739	0.046507	0.037565	0.04785	0.4299	0.08783	0.092382	0.11606	0.047587	0.043645	0.058493
Meth__cg05385377__TMEM51	0.24074	0.27722	0.078756	0.41854	0.65565	0.61868	0.62256	0.21245	0.039417	0.45604	0.056117	0.030242	0.063114	0.072975	0.35251	0.03409	0.096687	0.22355	0.55106	0.54275	0.080689	0.5007	0.10193	0.16517	0.60126	0.098014	0.39074	0.16636	0.048656	0.049815	0.21393	0.47404	0.08948	0.37095	0.19448	0.10301	0.099321	0.12459
Meth__cg14188232__ITGA11	0.40514	0.03729	0.71292	0.84258	0.81016	0.12646	0.45779	0.29785	0.045695	0.48606	0.40408	0.069934	0.56617	0.047396	0.71126	0.082098	0.095144	0.035655	0.56008	0.58747	0.38044	0.064389	0.20865	0.28112	0.72505	0.06895	0.19738	0.063988	0.040835	0.037308	0.035006	0.10662	0.045935	0.20506	0.41201	0.35137	0.19166	0.24925
Meth__cg04541078__ARCN1	0.050059	0.47368	0.44561	0.2961	0.482	0.29862	0.10941	0.065065	0.17954	0.60043	0.057282	0.045842	0.26648	0.17279	0.056639	0.041197	0.19292	0.043824	0.13383	0.25662	0.22252	0.042764	0.092164	0.45577	0.076938	0.086863	0.1399	0.12236	0.039213	0.036666	0.11269	0.4957	0.097137	0.047906	0.19197	0.05862	0.29102	0.58486
Meth__cg26436315__KLF15	0.043468	0.31476	0.97378	0.46019	0.68759	0.96047	0.96576	0.96741	0.055258	0.036713	0.96342	0.90364	0.93772	0.051279	0.94488	0.36109	0.069871	0.13876	0.98146	0.96468	0.024162	0.96037	0.93972	0.5116	0.90776	0.043573	0.077836	0.12452	0.17161	0.34837	0.044737	0.8828	0.076699	0.97715	0.076482	0.98067	0.44417	0.94861
Meth__cg01353347__IRAK1	0.65538	0.037818	0.061584	0.043707	0.57226	0.041336	0.063497	0.51432	0.043323	0.73944	0.059658	0.052713	0.1043	0.048987	0.56952	0.61715	0.46739	0.034011	0.038294	0.064526	0.62276	0.71843	0.64976	0.11757	0.07634	0.52878	0.59333	0.068973	0.63883	0.051808	0.73461	0.032502	0.033922	0.4703	0.13588	0.69324	0.53697	0.04872
Meth__cg07443748__CESK1	0.88322	0.12393	0.65753	0.84947	0.55211	0.052044	0.71624	0.48532	0.16396	0.61206	0.69543	0.14883	0.098286	0.20245	0.44559	0.60145	0.02948	0.031988	0.83568	0.83665	0.04405	0.1331	0.92652	0.03965	0.64572	0.079212	0.11724	0.052074	0.078189	0.045546	0.11852	0.85878	0.15757	0.16906	0.18858	0.45057	0.61666	0.75867
Meth__cg22994720__CHRDL2	0.080503	0.016126	0.87902	0.69408	0.54129	0.63981	0.67678	0.93712	0.058125	0.91175	0.89279	0.68426	0.68472	0.056969	0.1182	0.21361	0.044082	0.016661	0.6529	0.74426	0.51341	0.75802	0.80879	0.6894	0.26619	0.039024	0.72558	0.045866	0.053155	0.32541	0.03223	0.12265	0.027473	0.2685	0.13316	0.90012	0.5842	0.3511
Meth__cg18044482__PSMD10	0.50843	0.026553	0.041033	0.059003	0.30133	0.035292	0.068293	0.64935	0.53135	0.034214	0.042412	0.039527	0.075839	0.51123	0.18729	0.47067	0.12101	0.041528	0.038531	0.04391	0.39663	0.037087	0.37091	0.088796	0.057661	0.41912	0.35037	0.071167	0.41657	0.054917	0.46041	0.046054	0.03885	0.15244	0.11864	0.50659	0.23514	0.046331
Meth__cg22983460__SUV39H1	0.57758	0.051165	0.062381	0.056554	0.342	0.039365	0.060049	0.076256	0.56787	0.72514	0.058096	0.45065	0.34954	0.48572	0.62748	0.079281	0.52759	0.071537	0.048946	0.064501	0.5604	0.30054	0.48558	0.12223	0.52612	0.32141	0.48962	0.45262	0.51034	0.069789	0.49055	0.053859	0.060091	0.064834	0.1068	0.47578	0.36362	0.058496
Meth__cg13726191__FGFBP1	0.062136	0.065061	0.27596	0.16186	0.14926	0.83178	0.37282	0.12299	0.61809	0.094319	0.27543	0.046749	0.087519	0.48813	0.079289	0.33212	0.055556	0.23487	0.23106	0.18293	0.14577	0.20792	0.067085	0.11392	0.17075	0.10508	0.16164	0.072447	0.1411	0.053661	0.070085	0.40218	0.045462	0.093201	0.084388	0.091456	0.45109	0.55319
Meth__cg02293044__GAS2L1	0.049892	0.034499	0.76205	0.063633	0.074442	0.055323	0.49429	0.042724	0.050426	0.086557	0.046696	0.91737	0.056791	0.07527	0.13675	0.060378	0.28089	0.031995	0.26409	0.3257	0.15572	0.12446	0.062683	0.04469	0.59418	0.14174	0.11058	0.074515	0.030167	0.036728	0.04585	0.040131	0.18286	0.037624	0.052821	0.10993	0.040003	0.03087
Meth__cg02973971__CXorf40B	0.43685	0.072903	0.055664	0.061071	0.37253	0.050088	0.067518	0.68137	0.059071	0.052708	0.06435	0.070705	0.10465	0.062115	0.31958	0.47369	0.10174	0.056022	0.043507	0.061503	0.44424	0.25707	0.38321	0.13709	0.05355	0.3843	0.27019	0.099562	0.41854	0.04401	0.35798	0.052438	0.047911	0.20927	0.15735	0.48312	0.32424	0.060829
Meth__cg04533591__RPL39	0.53908	0.056145	0.046337	0.074796	0.30351	0.032346	0.055363	0.40082	0.50846	0.35441	0.048798	0.1385	0.081902	0.44474	0.25523	0.53655	0.11927	0.065083	0.077707	0.058298	0.44862	0.038226	0.41233	0.06598	0.070911	0.24826	0.3814	0.075529	0.46518	0.05784	0.47453	0.069052	0.036569	0.2161	0.13139	0.56168	0.35955	0.044734
Meth__cg01103730__IL20	0.12576	0.10194	0.2703	0.19263	0.0315	0.37226	0.07774	0.88403	0.06848	0.085032	0.66099	0.64629	0.50825	0.068174	0.7226	0.9032	0.16592	0.47137	0.25692	0.26578	0.6907	0.70012	0.79372	0.87106	0.09967	0.35096	0.070491	0.16741	0.89772	0.47189	0.86232	0.85847	0.070507	0.87165	0.3104	0.18308	0.12717	0.20886
Meth__cg13975625__NPY5R	0.058912	0.036004	0.91393	0.66024	0.047996	0.32218	0.74921	0.95291	0.54464	0.92799	0.61199	0.13101	0.56115	0.46513	0.79759	0.065813	0.16731	0.46816	0.18483	0.78711	0.38129	0.66785	0.35775	0.6835	0.90969	0.051885	0.6772	0.066851	0.052005	0.30489	0.074658	0.91469	0.06968	0.25839	0.11307	0.44161	0.71868	0.67001
Meth__cg08578641__DNAI1	0.066667	0.78667	0.82294	0.41375	0.39184	0.096504	0.9083	0.94813	0.92661	0.085099	0.041338	0.68698	0.30984	0.60966	0.19897	0.047634	0.12706	0.043075	0.26494	0.16153	0.049274	0.064868	0.51796	0.070178	0.045331	0.11979	0.87333	0.34881	0.9037	0.039654	0.043371	0.041543	0.52873	0.043851	0.14312	0.07942	0.059715	0.059129
Meth__cg13150977__FLJ43276	0.050809	0.087359	0.59441	0.72325	0.43564	0.6162	0.11493	0.4898	0.038523	0.048992	0.65237	0.63359	0.6301	0.22532	0.86367	0.070839	0.60762	0.037728	0.38977	0.54716	0.26799	0.31285	0.040953	0.28741	0.3979	0.087606	0.4651	0.16669	0.034521	0.047307	0.050361	0.6739	0.07084	0.62472	0.43874	0.1822	0.35931	0.45531
Meth__cg13199589__FAM80A	0.3697	0.072025	0.67678	0.19773	0.047424	0.5103	0.12531	0.10536	0.074688	0.058001	0.63869	0.24455	0.53767	0.083171	0.11138	0.1809	0.21162	0.28802	0.072774	0.052992	0.13503	0.13013	0.34455	0.75794	0.40241	0.24343	0.20369	0.094986	0.10598	0.22829	0.14476	0.34034	0.049385	0.57235	0.060581	0.06234	0.064072	0.070337
Meth__cg05494459__FTSJ1	0.45356	0.067464	0.071898	0.062015	0.29478	0.064391	0.062737	0.06098	0.22084	0.15342	0.062057	0.40748	0.30548	0.18235	0.48603	0.055479	0.36755	0.058322	0.061384	0.060273	0.37392	0.072972	0.33197	0.074934	0.38224	0.22229	0.42584	0.42574	0.36014	0.065186	0.32944	0.055194	0.053629	0.078802	0.12443	0.29506	0.22791	0.064784
Meth__cg03293882__ZNF614	0.13957	0.10343	0.10986	0.088424	0.080915	0.058838	0.09261	0.38863	0.067535	0.070717	0.23489	0.083472	0.2641	0.070938	0.15559	0.0819	0.11819	0.096841	0.067138	0.12799	0.082534	0.26104	0.10704	0.085766	0.11228	0.15061	0.17056	0.12859	0.10226	0.10548	0.13151	0.070036	0.074475	0.17082	0.20262	0.068108	0.21221	0.11723
Meth__cg16372520__NRXN3	0.55083	0.081887	0.11857	0.72632	0.42532	0.088629	0.082537	0.072677	0.071125	0.087107	0.16405	0.17063	0.1666	0.056993	0.06429	0.044681	0.087323	0.13539	0.046332	0.079712	0.89484	0.064186	0.10753	0.089945	0.094039	0.14521	0.18879	0.080154	0.065153	0.10187	0.05295	0.09773	0.050308	0.14425	0.063037	0.099425	0.19954	0.12073
Meth__cg21787291__TCBA1	0.021519	0.027731	0.98317	0.035609	0.021951	0.97766	0.97332	0.032778	0.017932	0.032863	0.17662	0.18641	0.39334	0.022137	0.038805	0.042606	0.03225	0.017095	0.52796	0.034808	0.029732	0.023317	0.021503	0.053119	0.027201	0.054921	0.54421	0.043586	0.013813	0.015641	0.027301	0.021033	0.022819	0.9729	0.49796	0.024588	0.019741	0.0268
Meth__cg03716999__FLJ46380	0.035866	0.61084	0.049015	0.97466	0.8172	0.97004	0.07918	0.022973	0.061911	0.14658	0.047098	0.057341	0.21238	0.37137	0.93575	0.037791	0.073376	0.027228	0.044534	0.047934	0.8651	0.6209	0.049123	0.077409	0.9667	0.16281	0.9372	0.47641	0.44422	0.021854	0.027137	0.70358	0.78921	0.03172	0.1142	0.04126	0.52876	0.69441
Meth__cg21048669__CLEC3A	0.093943	0.089799	0.79296	0.84643	0.70142	0.061777	0.22711	0.70398	0.55405	0.060834	0.46853	0.14683	0.58893	0.56168	0.40469	0.066755	0.10523	0.047759	0.61249	0.6677	0.92243	0.099845	0.2178	0.23344	0.66192	0.0785	0.85456	0.12074	0.055411	0.047162	0.06382	0.86158	0.15108	0.43597	0.084867	0.36296	0.57713	0.90691
Meth__cg05935584__HMGB3	0.56063	0.036648	0.034971	0.061282	0.49774	0.024551	0.041581	0.37384	0.031087	0.027416	0.038941	0.04803	0.052345	0.028326	0.47762	0.45047	0.19638	0.028546	0.044187	0.041199	0.58902	0.67159	0.50048	0.065068	0.033929	0.50753	0.38417	0.11345	0.46899	0.01632	0.54983	0.036898	0.020614	0.27173	0.12773	0.58074	0.46661	0.031995
Meth__cg00293409__LRRC33	0.10637	0.12389	0.86929	0.65691	0.21398	0.59895	0.44672	0.55668	0.067927	0.67269	0.33423	0.19407	0.76821	0.087808	0.63162	0.061193	0.14869	0.088835	0.82293	0.83828	0.12761	0.5731	0.1443	0.20387	0.78566	0.075699	0.61706	0.14417	0.093769	0.084287	0.079191	0.45592	0.078025	0.53704	0.11194	0.070235	0.47122	0.60289
Meth__cg18244029__ABCD1	0.41033	0.071926	0.066423	0.10815	0.28293	0.053492	0.078073	0.04187	0.048109	0.13232	0.059198	0.15781	0.11654	0.074425	0.26414	0.36428	0.13303	0.073344	0.065299	0.070539	0.17511	0.58732	0.36754	0.12735	0.072997	0.23725	0.37671	0.23094	0.44055	0.04164	0.38844	0.055885	0.075932	0.14255	0.11084	0.49782	0.31118	0.063069
Meth__cg15636587__GK	0.4636	0.23795	0.045069	0.030359	0.21774	0.029469	0.032944	0.042314	0.52237	0.55135	0.077302	0.36466	0.53928	0.48164	0.02614	0.053194	0.39346	0.035158	0.023337	0.04129	0.9548	0.17421	0.41371	0.139	0.44518	0.52986	0.38338	0.4632	0.47203	0.035258	0.55407	0.61145	0.039064	0.052531	0.074679	0.39471	0.34877	0.040665
Meth__cg19237753__PTPNS1	0.1545	0.37306	0.91448	0.53564	0.75902	0.13199	0.75156	0.63748	0.45695	0.16158	0.058454	0.13546	0.25904	0.39367	0.046814	0.057268	0.11273	0.042838	0.85929	0.76086	0.094218	0.29424	0.16607	0.27021	0.18559	0.102	0.13624	0.10863	0.094094	0.037894	0.038134	0.034253	0.038045	0.83313	0.093627	0.24654	0.16229	0.39548
Meth__cg09479015__KIRREL2	0.54909	0.071672	0.96037	0.9636	0.81224	0.031431	0.95752	0.93964	0.039045	0.95909	0.0617	0.47166	0.9347	0.11349	0.25654	0.064565	0.18923	0.19374	0.95825	0.95868	0.050253	0.64257	0.28474	0.87813	0.91586	0.12804	0.92419	0.15898	0.053487	0.042169	0.038565	0.22381	0.039868	0.73594	0.88674	0.45598	0.59731	0.92828
Meth__cg01934790__FBXL16	0.051527	0.1927	0.60033	0.27971	0.16304	0.16109	0.54812	0.43969	0.078774	0.047925	0.68644	0.4825	0.78443	0.081153	0.63273	0.33832	0.28018	0.038323	0.35667	0.39315	0.61962	0.7464	0.12559	0.75061	0.11512	0.11098	0.16179	0.10304	0.053463	0.10091	0.066274	0.092326	0.13848	0.054936	0.12806	0.062885	0.15221	0.1294
Meth__cg00297600__UNC5D	0.72702	0.060237	0.3032	0.57631	0.11579	0.050434	0.22151	0.14484	0.083493	0.1738	0.72172	0.29756	0.30926	0.085266	0.43668	0.1033	0.44154	0.074699	0.093264	0.15118	0.86948	0.10039	0.73269	0.16797	0.082288	0.25187	0.59551	0.19595	0.12311	0.54848	0.14501	0.15182	0.55537	0.65194	0.57143	0.15661	0.26251	0.29273
Meth__cg21804950__MTMR3	0.048954	0.27981	0.26734	0.52578	0.2174	0.23072	0.5182	0.32816	0.06223	0.030519	0.40533	0.54571	0.43945	0.062697	0.22967	0.50647	0.046786	0.017209	0.20744	0.18375	0.11655	0.039555	0.50706	0.12815	0.14484	0.031662	0.23739	0.35668	0.088112	0.041769	0.038693	0.40877	0.039324	0.30194	0.14054	0.55079	0.25027	0.29734
Meth__cg15059932__ZNF236	0.047264	0.083048	0.12879	0.13553	0.065486	0.10218	0.24948	0.20961	0.10647	0.43131	0.045928	0.1696	0.14243	0.11868	0.10743	0.055572	0.19885	0.0345	0.05346	0.12551	0.4552	0.06506	0.084881	0.15588	0.17875	0.16451	0.15736	0.20181	0.036931	0.041201	0.041692	0.50725	0.23416	0.063609	0.14843	0.050176	0.039194	0.043115
Meth__cg12592716__CUL1	0.058112	0.94561	0.3331	0.94405	0.31472	0.95021	0.19874	0.84142	0.18514	0.95278	0.12496	0.78647	0.56888	0.25781	0.31401	0.12399	0.10555	0.41469	0.16971	0.092445	0.38401	0.4285	0.42039	0.08358	0.87946	0.06552	0.12648	0.7125	0.026561	0.061239	0.28229	0.71508	0.28964	0.32034	0.12612	0.77355	0.53761	0.91936
Meth__cg02428100__KEAP1	0.04835	0.43853	0.93807	0.1788	0.48965	0.67315	0.59866	0.044469	0.23254	0.42649	0.044638	0.046018	0.88602	0.19276	0.97102	0.0439	0.078824	0.119	0.044907	0.043742	0.5206	0.28515	0.046048	0.13193	0.05744	0.10609	0.10462	0.12833	0.042573	0.035973	0.04815	0.85925	0.051838	0.031866	0.13065	0.068684	0.056209	0.64758
Meth__cg09264112__GCHFR	0.026848	0.017341	0.45866	0.02911	0.023186	0.029893	0.02691	0.20277	0.77288	0.040599	0.90311	0.89147	0.33502	0.56673	0.89826	0.96592	0.053579	0.12262	0.035768	0.031224	0.031132	0.69901	0.017467	0.94071	0.03592	0.032637	0.042022	0.038985	0.024046	0.046633	0.014271	0.28163	0.60827	0.33646	0.094851	0.031284	0.02296	0.032635
Meth__cg14213992__ZNF546	0.05307	0.67068	0.95232	0.3861	0.11903	0.053089	0.20379	0.69415	0.41284	0.19626	0.57793	0.82581	0.94354	0.3317	0.1053	0.029592	0.229	0.36385	0.72909	0.61012	0.079103	0.67828	0.40563	0.063368	0.43093	0.063531	0.20218	0.36963	0.025049	0.03876	0.078144	0.6778	0.28293	0.067811	0.12878	0.046273	0.22025	0.21561
Meth__cg18484189__NALP10	0.53223	0.047513	0.78258	0.58826	0.43926	0.77646	0.31242	0.833	0.62713	0.74433	0.26471	0.83267	0.43718	0.48681	0.2525	0.52498	0.14613	0.1305	0.23996	0.1836	0.046879	0.22468	0.81371	0.24109	0.11409	0.031046	0.11547	0.080958	0.10457	0.1402	0.20938	0.43011	0.068544	0.21084	0.29418	0.71928	0.22414	0.2936
Meth__cg26053864__ACTC	0.37949	0.046862	0.97389	0.91866	0.52589	0.91854	0.46239	0.84677	0.96298	0.060804	0.94859	0.14548	0.87932	0.86501	0.9389	0.62378	0.14385	0.029823	0.86167	0.71513	0.48754	0.51563	0.27441	0.10276	0.67709	0.091756	0.9044	0.071429	0.75692	0.025691	0.1683	0.90166	0.038289	0.86629	0.34954	0.83532	0.18415	0.51294
Meth__cg24030630__TCIRG1	0.03006	0.025541	0.030736	0.056427	0.67936	0.030416	0.038941	0.15835	0.026491	0.051485	0.028645	0.43229	0.064038	0.036951	0.049925	0.71255	0.11036	0.024864	0.55914	0.69468	0.12518	0.19418	0.041504	0.13093	0.77581	0.055547	0.10212	0.11717	0.026716	0.034067	0.02812	0.038874	0.033611	0.03752	0.043156	0.27289	0.032391	0.030612
Meth__cg02649608__ZBTB33	0.43757	0.071208	0.11134	0.057862	0.28913	0.058547	0.065039	0.25076	0.50648	0.064573	0.06689	0.032967	0.11753	0.43151	0.28879	0.4405	0.20192	0.047597	0.050951	0.07	0.44552	0.085151	0.38727	0.11719	0.063121	0.36343	0.35376	0.087695	0.46151	0.058724	0.4206	0.051351	0.058053	0.22705	0.17464	0.51546	0.36331	0.066486
Meth__cg14541950__HIST3H2BB	0.8408	0.02117	0.029218	0.038824	0.021831	0.028831	0.70073	0.019076	0.032297	0.030618	0.87104	0.043416	0.066984	0.037135	0.029341	0.025547	0.055156	0.058134	0.025718	0.042264	0.038399	0.027092	0.94585	0.93356	0.035732	0.071758	0.05335	0.043285	0.027317	0.26788	0.032874	0.94658	0.41585	0.44888	0.042799	0.041097	0.029404	0.027015
Meth__cg18399703__EVA1	0.06938	0.030394	0.044513	0.065406	0.042095	0.156	0.13177	0.060707	0.03645	0.052304	0.040838	0.028012	0.053966	0.042128	0.038054	0.056791	0.078098	0.046528	0.036102	0.034088	0.79788	0.050287	0.0616	0.50194	0.043153	0.14241	0.11886	0.066466	0.063553	0.047422	0.33044	0.10251	0.035251	0.080335	0.081975	0.041728	0.04848	0.078775
Meth__cg11695266__DNAJB6	0.055403	0.034463	0.050894	0.070967	0.024664	0.95873	0.48346	0.39676	0.024797	0.031776	0.040096	0.15056	0.19104	0.038267	0.097386	0.029499	0.070565	0.21796	0.030319	0.04115	0.96403	0.072415	0.27297	0.45877	0.47902	0.081395	0.098832	0.087978	0.11968	0.41882	0.077545	0.03252	0.033546	0.51759	0.15714	0.055769	0.071053	0.74419
Meth__cg18799866__SLC9A7	0.58096	0.035449	0.048425	0.047203	0.36135	0.027403	0.050901	0.035611	0.29861	0.017432	0.96996	0.53136	0.3449	0.22732	0.51996	0.032104	0.34706	0.030995	0.017329	0.042731	0.54051	0.29026	0.53182	0.090909	0.038588	0.21771	0.40973	0.42979	0.57316	0.02896	0.63887	0.051683	0.037908	0.054901	0.029277	0.45779	0.14227	0.028815
Meth__cg09872616__MEST	0.9656	0.025962	0.2385	0.30246	0.029133	0.96217	0.51588	0.48581	0.4475	0.025139	0.95909	0.49318	0.61317	0.38427	0.96188	0.034655	0.94478	0.64948	0.021396	0.041468	0.5901	0.93047	0.13707	0.50787	0.076179	0.049737	0.1746	0.050183	0.94682	0.95354	0.031312	0.53551	0.029058	0.96117	0.93053	0.026441	0.031723	0.02728
Meth__cg17827767__LRRC21	0.62183	0.17726	0.838	0.94227	0.8664	0.077655	0.63996	0.83861	0.58386	0.17983	0.91993	0.31077	0.12921	0.4265	0.52902	0.9078	0.082295	0.03775	0.66707	0.75731	0.504	0.061509	0.94794	0.064497	0.32436	0.047016	0.41783	0.094905	0.32277	0.05735	0.042791	0.52179	0.045438	0.13488	0.044926	0.77008	0.33146	0.42426
Meth__cg25100404__AP1S2	0.056379	0.038665	0.14743	0.099305	0.045521	0.046778	0.062919	0.081956	0.070021	0.045819	0.13778	0.058378	0.084125	0.10404	0.04716	0.061059	0.091822	0.039347	0.070994	0.054375	0.052505	0.051592	0.03688	0.19741	0.051922	0.073324	0.10039	0.08963	0.040722	0.048107	0.039263	0.048852	0.05432	0.041634	0.068332	0.051136	0.052697	0.06224
Meth__cg08911391__DDOST	0.11018	0.092316	0.43046	0.42255	0.15068	0.36973	0.1002	0.066552	0.17958	0.10348	0.49392	0.15663	0.18733	0.098621	0.082278	0.11021	0.15873	0.18612	0.28227	0.24471	0.12962	0.37657	0.075054	0.43433	0.32176	0.076508	0.057098	0.17556	0.059566	0.042245	0.077075	0.2166	0.06125	0.27018	0.10466	0.52645	0.078731	0.062798
Meth__cg19407266__FLJ39827	0.56797	0.031621	0.039511	0.037651	0.052519	0.026917	0.04191	0.33958	0.46191	0.066355	0.031688	0.59657	0.35206	0.42658	0.54854	0.46053	0.24478	0.035865	0.023054	0.032068	0.35009	0.2104	0.3514	0.12911	0.043176	0.18029	0.42651	0.22269	0.54388	0.02368	0.59806	0.032381	0.020774	0.58646	0.074175	0.50256	0.36578	0.034
Meth__cg15009813__TNFSF12	0.079967	0.4597	0.93734	0.73464	0.61806	0.82562	0.68262	0.9075	0.1114	0.11495	0.75463	0.18342	0.81221	0.13602	0.75319	0.074007	0.08395	0.048985	0.90015	0.9043	0.49276	0.88452	0.60234	0.10773	0.21099	0.089701	0.30854	0.38032	0.062595	0.54457	0.083368	0.72379	0.11169	0.89393	0.3275	0.091072	0.35155	0.81234
Meth__cg04740359__NTF3	0.67843	0.38991	0.86342	0.8808	0.76061	0.11359	0.61325	0.82815	0.040925	0.12563	0.82837	0.88698	0.19111	0.043341	0.47189	0.36413	0.068614	0.034691	0.5113	0.55215	0.14016	0.068418	0.7022	0.18697	0.75567	0.1547	0.1662	0.076645	0.34877	0.059185	0.070391	0.74263	0.30848	0.27146	0.12815	0.2039	0.19684	0.31254
Meth__cg03169715__HAS3	0.041348	0.045842	0.26407	0.07138	0.12115	0.044403	0.53003	0.67242	0.037537	0.36643	0.48049	0.051226	0.10798	0.053928	0.12825	0.049928	0.078481	0.03516	0.62924	0.57483	0.038298	0.5881	0.048824	0.8601	0.10527	0.055957	0.088253	0.077265	0.054463	0.035785	0.3315	0.13981	0.039198	0.51452	0.12591	0.074209	0.15032	0.39123
Meth__cg15812873__SULT1A1	0.07856	0.069042	0.92125	0.26235	0.037515	0.63037	0.19664	0.40718	0.033968	0.036431	0.88408	0.080069	0.23832	0.0391	0.76217	0.024731	0.090532	0.034752	0.52741	0.41266	0.069379	0.54389	0.028935	0.61971	0.1655	0.07046	0.15973	0.034532	0.10808	0.031093	0.056955	0.1047	0.032165	0.040765	0.20961	0.040436	0.033749	0.049032
Meth__cg04915182__RASGEF1C	0.10526	0.11001	0.09036	0.10625	0.070717	0.10016	0.10626	0.10282	0.073338	0.080964	0.068557	0.072418	0.31767	0.072627	0.072721	0.10223	0.082921	0.37596	0.089229	0.081254	0.087836	0.092239	0.093476	0.63034	0.086743	0.10148	0.089253	0.083854	0.20637	0.40047	0.10326	0.049469	0.097107	0.06866	0.12788	0.078187	0.083182	0.081568
Meth__cg15920202__FLJ13910	0.0275	0.027766	0.031459	0.030806	0.028465	0.027559	0.078645	0.034098	0.27653	0.030138	0.62891	0.024955	0.026604	0.19962	0.028955	0.02648	0.047244	0.028905	0.020804	0.025018	0.019504	0.021098	0.026594	0.048846	0.023841	0.041906	0.052743	0.041043	0.026265	0.019897	0.0283	0.01961	0.032148	0.016393	0.083368	0.66744	0.030916	0.03114
Meth__cg27026509__EIF2C1	0.07687	0.45349	0.10206	0.077688	0.036822	0.046751	0.07272	0.068538	0.067795	0.048713	0.10259	0.080264	0.078656	0.074005	0.052368	0.054668	0.14154	0.046044	0.044933	0.085689	0.050847	0.079813	0.036804	0.063521	0.078145	0.068828	0.094035	0.12913	0.055689	0.038962	0.04794	0.04906	0.047946	0.03573	0.14565	0.055906	0.053475	0.058429
Meth__cg07336230__KIF6	0.024464	0.02009	0.58879	0.02483	0.020693	0.62038	0.02295	0.017445	0.020632	0.028275	0.025191	0.023444	0.071728	0.016427	0.017532	0.02612	0.040115	0.1424	0.018858	0.021892	0.033071	0.022818	0.025955	0.43548	0.023726	0.076774	0.063778	0.096128	0.026364	0.048927	0.083348	0.029205	0.021088	0.019267	0.047812	0.026576	0.026591	0.024531
Meth__cg25778479__ANKMY2	0.13868	0.059934	0.20861	0.17621	0.40256	0.073638	0.094149	0.1289	0.37931	0.19328	0.08907	0.36464	0.063223	0.39664	0.12768	0.058815	0.10553	0.080937	0.13785	0.087484	0.44547	0.16631	0.08313	0.12266	0.10698	0.13112	0.081333	0.11472	0.081179	0.079984	0.058068	0.061514	0.17023	0.050818	0.28035	0.52473	0.074087	0.061239
Meth__cg13587740__HEXA	0.013836	0.26843	0.015316	0.015904	0.012957	0.015598	0.019104	0.022485	0.01429	0.019932	0.018083	0.013376	0.057419	0.16013	0.01308	0.01544	0.016517	0.013225	0.017413	0.0166	0.014359	0.016801	0.0088564	0.019875	0.020934	0.020252	0.028149	0.018864	0.014302	0.011751	0.011301	0.9414	0.0083746	0.0085974	0.32021	0.01392	0.18914	0.026157
Meth__cg22165685__VENTX	0.1737	0.012073	0.97885	0.35452	0.28109	0.9625	0.5144	0.34952	0.077573	0.15722	0.90719	0.7401	0.86278	0.068839	0.52483	0.71161	0.032816	0.014785	0.84188	0.92102	0.075412	0.97426	0.49693	0.83353	0.5623	0.033961	0.95391	0.019295	0.10413	0.027844	0.47031	0.023509	0.018074	0.61641	0.35463	0.74946	0.21104	0.23042
Meth__cg18350458__EIF4EBP1	0.033124	0.57413	0.05099	0.046999	0.017513	0.025882	0.039434	0.029346	0.30235	0.039715	0.037883	0.053053	0.095788	0.26294	0.035889	0.02963	0.15715	0.020221	0.02815	0.06474	0.027187	0.036233	0.026563	0.084746	0.035039	0.099478	0.079199	0.10092	0.029345	0.031304	0.02899	0.039673	0.036223	0.022021	0.091939	0.034118	0.026793	0.029439
Meth__cg19839588__TRERF1	0.050921	0.79385	0.096716	0.061124	0.052029	0.050093	0.059396	0.041904	0.5855	0.055714	0.27534	0.81733	0.49626	0.50408	0.53876	0.04252	0.062485	0.049863	0.041433	0.054123	0.052865	0.055484	0.043087	0.080025	0.064037	0.11232	0.18519	0.66044	0.043879	0.057037	0.050249	0.043519	0.45275	0.044185	0.064127	0.057414	0.044897	0.057634
